Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
undying-love-art-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/21826bbc576a6e3281e63ac534fa6f7c6874b86cf682a414f4e695456ddc1d5f.jpg?v=1774042055,3,Original Undying Love gothic art print on matte paper for dark romance wall decor,,,,,,,,,,,,,,,
undying-love-art-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/d8c8fe0090fc1c0fa2c6f37c59f8205bc86b357949fc0e659508ae5fa1bc9f78.jpg?v=1774042055,4,Original Undying Love gothic art print on matte paper for dark romance wall decor,,,,,,,,,,,,,,,
undying-love-art-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/603c9acc68c739bc39d1d33ef80ab07741fca4bd0459d8d79b34965221a46588.jpg?v=1774042055,5,Original Undying Love gothic art print on matte paper for dark romance wall decor,,,,,,,,,,,,,,,
undying-love-art-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/581997bc9b15f6640f0a549b002a0808d5cfee19f87dcf14cbed6ab7471c095e.jpg?v=1774042055,6,Original Undying Love gothic art print on matte paper for dark romance wall decor,,,,,,,,,,,,,,,
luxury-satin-6-piece-sheet-set-black,"Luxury Satin 6-Piece Sheet Set, Black","These satin sheets provide a silky and smooth feel. Durable and wrinkle-free, these satin sheets do not shrink and are ready to use without additional ironing or steaming.
2 additional pillowcases included to add more lavish style
Fitted sheet fits up to 16-inch premium mattress.
These satin sheets are also OEKO-TEX certified, meaning they do not contain any harmful substances or chemicals, ensuring quality comfort and wellness. Being OEKO-TEX certified, this sheet set is safe for direct, large-area, pro-longed contact direct to infants and most sensitive skin. Every linen of this blanket meets the strictest requirement in all stages of production.
100% polyester satin
Full:
1 Flat Sheet: 81x96
1 Fitted Sheet: 54x75+14
4 Pillowcases: 20x30

Queen:
1 Flat Sheet: 90x102
1 Fitted Sheet: 60x80+14
4 Pillowcases: 20x30

King:
1 Fitted Sheet: 78x80+14
1 Flat Sheet: 108x102
4 Pillowcases: 20x30

Cal King:
1 Fitted Sheet: 72x84+14
1 Flat Sheet: 108x102
4 Pillowcases: 20x30",Olliix,Uncategorized,,,true,Size,Queen,,,,,,,,SHET20-173,1778.0820904,shopify,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_96e129b0-bb48-48bc-a835-1d1c84d0841b.png?v=1774045180,1,Luxury black satin six-piece sheet set on dark gothic bed for alternative bedroom decor,false,Gothic Black Satin Sheet Set | Luxury Dark Bedding,Luxurious black satin 6-piece sheet set. Dark sensual bedding for gothic bedroom aesthetics and alternative luxury living.,,,,,,,,,lb,,29.58,active
luxury-satin-6-piece-sheet-set-black,,,,,,,,,King,,,,,,,,SHET20-174,2118.2763679,shopify,deny,manual,135.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_7fbcad37-c5a1-4f4f-8d75-8d746d89215d.png?v=1774045180,2,Luxury black satin six-piece sheet set on dark gothic bed for alternative bedroom decor,,,,,,,,,,,,lb,,33.47,
luxury-satin-6-piece-sheet-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/15716caf76e763f4d503c2643b5ed5b1e628a5555b8a3de5cb4af63e916bc172.jpg?v=1774045180,3,Luxury black satin six-piece sheet set on dark gothic bed for alternative bedroom decor,,,,,,,,,,,,,,,
luxury-satin-6-piece-sheet-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/c561bec0a63f70a98fc77a838e7e53b3094251aa5e1ce8f59980b1c926c140e2.jpg?v=1774045180,4,Luxury black satin six-piece sheet set on dark gothic bed for alternative bedroom decor,,,,,,,,,,,,,,,
luxury-satin-6-piece-sheet-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3db49daf33641843b86fce27af67e6a9fb85c6c9aa14f073a7064489e9533976.jpg?v=1774045180,5,Luxury black satin six-piece sheet set on dark gothic bed for alternative bedroom decor,,,,,,,,,,,,,,,
luxury-satin-6-piece-sheet-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/9a0242df64e4771b811e65a27de5d2072b0c8ee2b4e06a56fc4334e21239a501.jpg?v=1774045180,6,Luxury black satin six-piece sheet set on dark gothic bed for alternative bedroom decor,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-blush,"Crushed Velvet 4-Piece Comforter or Duvet Cover Set, Blush","Create a luxuriously comfortable and lush bedroom space. The crushed velvet set features a quilted diamond top that adds dimension to the glamorous look. Hypoallergenic polyester filling in the comforter and decorative pillow provides exceptional warmth and comfort. Machine washable for easy care, this velvet comforter set brings incredible softness and comfort with a glamorous flair to your bedroom decor.

Fabric: 100% polyester crushed velvet fabric quilting on face, 100% polyester microfiber reverse
Comforter: 100% polyester filling
Duvet Cover: No filling. Inner corner ties with button closure
Decorative Pillow: 100% polyester

Twin/Twin XL: 
1 Comforter or Duvet Cover: 68""W x 90""L
1 Standard Sham: 20""W x 26""L + 2""D
1 Decorative Pillow: 12""W x 16""L

Full/Queen:
1 Comforter: 90""W x 90""L
2 Standard Shams: 20""W x 26""L + 2""D
1 Decorative Pillow: 12""W x 16""L

King/Cal King:
1 Comforter: 104""W x 90""L
2 King Shams: 20""W x 36""L + 2""D
1 Decorative Pillow: 12""W x 16""L",Olliix,Uncategorized,,,true,Size,Full/Queen,,Style,Comforter,,,,,ID10-1659,4395.3100653,shopify,deny,manual,231.91,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_54158ef5-efae-4f12-b233-c1b42cac00e3.png?v=1774044423,1,Four-piece blush pink crushed velvet comforter set on gothic styled bed,false,Gothic Velvet Comforter Set | Crushed Velvet Blush,Opulent crushed velvet 4-piece comforter set in blush. Gothic bedroom luxury meets dark romance for alternative interiors.,,,,,,,,,lb,,57.19,active
crushed-velvet-4-piece-comforter-or-duvet-cover-set-blush,,,,,,,,,King/Cal King,,,Comforter,,,,,ID10-1970,4794.4713509,shopify,deny,manual,255.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_35de8552-14be-4df5-8af6-4c40708b107b.png?v=1774044423,2,Four-piece blush pink crushed velvet comforter set on gothic styled bed,,,,,,,,,,,,lb,,63.07,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_33086bd8-e89e-4d2e-9a27-c06b128fb275.png?v=1774044423,3,Four-piece blush pink crushed velvet comforter set on gothic styled bed,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/56587dcc7b91ba61b56743b09a98ee8caa13476e25d70bf39332f43d366a932a.jpg?v=1774044423,4,Four-piece blush pink crushed velvet comforter set on gothic styled bed,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4249aedf1bc5f9107063514f07e26761c68d5e85e3b820de5ca9d990a184ade0.jpg?v=1774044423,5,Four-piece blush pink crushed velvet comforter set on gothic styled bed,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/69df80bfb453346492f6f1b1caf4858618b02a0604492744afb045e9f8b41a8d.jpg?v=1774044423,6,Four-piece blush pink crushed velvet comforter set on gothic styled bed,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,"Crushed Velvet 4-Piece Comforter or Duvet Cover Set, Black","Create a luxuriously comfortable and lush bedroom space. The crushed velvet set features a quilted diamond top that adds dimension to the glamorous look. Hypoallergenic polyester filling in the comforter and decorative pillow provides exceptional warmth and comfort. Machine washable for easy care, this velvet comforter set brings incredible softness and comfort with a glamorous flair to your bedroom decor.

Fabric: 100% polyester crushed velvet fabric quilting on face, 100% polyester microfiber reverse
Comforter: 100% polyester filling
Duvet Cover: No filling. Inner corner ties with button closure
Decorative Pillow: 100% polyester

Twin/Twin XL: 
1 Comforter or Duvet Cover: 68""W x 90""L
1 Standard Sham: 20""W x 26""L + 2""D
1 Decorative Pillow: 12""W x 16""L

Full/Queen:
1 Comforter: 90""W x 90""L
2 Standard Shams: 20""W x 26""L + 2""D
1 Decorative Pillow: 12""W x 16""L",Olliix,Uncategorized,,,true,Size,Full/Queen,,Style,Comforter,,,,,ID10-1943,4495.1003867,shopify,deny,manual,231.91,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_0136a006-6088-4f5e-a443-3c10a3caf95e.png?v=1774044469,1,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,false,Gothic Velvet Comforter Set | Crushed Velvet Black,Opulent crushed velvet 4-piece comforter set in midnight black. Gothic bedroom luxury for dark aesthetic interiors.,,,,,,,,,lb,,57.19,active
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,,,,,,,,,King/Cal King,,,Comforter,,,,,ID10-2056,4794.4713509,shopify,deny,manual,255.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_b34d9081-85c5-4c8b-9356-e98f271b43d5.png?v=1774044469,2,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,,,,,,,,,,,,lb,,63.07,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_01839c98-cf82-4a4c-bf4e-7755a685676c.png?v=1774044469,3,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/83f0b232e9d89ee955ebde9ee1758413f132e58b2a870033163b76ea9dc36dbb.jpg?v=1774044469,4,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3a01f7678d89d06e96839490c76ae1100ea2cf931b8a9765ea255bc38123de21.jpg?v=1774044469,5,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5df92b0e5a3e10c2fcee1f0f8164fa7a9d4f00f1afbce741026c3cfff49cea7e.jpg?v=1774044469,6,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,,,,,,,,,,,,,,,
crushed-velvet-4-piece-comforter-or-duvet-cover-set-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/c11e7d55c9baac98f2ea1c6dcd2ee02e9145097981830a5a46cec62abec9c021.jpg?v=1774044469,7,Four-piece midnight black crushed velvet comforter set for gothic bedroom luxury,,,,,,,,,,,,,,,
medussa-christmas-spooky-portrait-glass-ornament,Medussa Christmas Spooky Portrait Glass Ornament,"✨ Key Product Features:
🧩 With a diameter of approximately 3 inches
🧩 It comes with a complementary premium horror-themed gift box, which makes it the perfect vintage Halloween decor.
🧩 Our glass ornaments are hand-blown with exquisite craftsmanship: they embody the refined old world traditions originating from Germany, Poland, Italy, and the Czech Republic, bearing the hallmark of authenticity and excellence.
🧩 Prepared and shipped from the USA 🇺🇸

Medussa ornament, spooky Christmas, horror tree decor, black glass ornament, Halloween portrait, glass Halloween, horror Xmas, Medussa Christmas, spooky glass, Halloween decor, gothic ornament, spooky portrait, horror glass, Medussa decor, black Xmas, Halloween gift, gothic Xmas, horror decoration, Christmas horror, Medussa gift, Halloween ornament, spooky decor, gothic tree, horror ornament, Christmas Medussa, dark Xmas, spooky tree, eerie decoration, black portrait, horror Xmas decor, Halloween tree, Medussa Halloween, dark ornament",OrnamentallyYou,Uncategorized,,,true,Title,Default Title,,,,,,,,RGB-ORNAMENT-108,907.18474,shopify,deny,manual,19.00,,true,true,,,,,'740111939829,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_697a081f-5456-4fde-913c-b55344b35daf.png?v=1774049510,1,Gothic Medusa spooky portrait hand-painted glass Christmas ornament for Creepmas decor,false,Gothic Medusa Christmas Ornament | Spooky Glass Portrait,Spooky Medusa portrait glass Christmas ornament. Gothic Creepmas dark holiday decor for alternative Christmas celebrations.,,,,,,,,,lb,,6.40,active
medussa-christmas-spooky-portrait-glass-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/44679c786f349ef1fbbb885aff482068fcbd1f071211a8372315cde600e93e4b.jpg?v=1774049510,2,Gothic Medusa spooky portrait hand-painted glass Christmas ornament for Creepmas decor,,,,,,,,,,,,,,,
medussa-christmas-spooky-portrait-glass-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7ee9fa76eb70bd8f2f485235251980bfff44d0e8cfd02ad5cf5e9ff102ccdca2.jpg?v=1774049510,3,Gothic Medusa spooky portrait hand-painted glass Christmas ornament for Creepmas decor,,,,,,,,,,,,,,,
dracula-spooky-christmas-portrait-glass-ornament,Dracula Spooky Christmas Portrait Glass Ornament,"✨ Key Product Features:
🧛‍♂️ With a diameter of approximately 3 inches
🧛‍♂️ Elegantly showcased in a vintage Christmas scene themed gift box that adds sophistication to holiday decor or gifting.
🧛‍♂️ Our glass ornaments are hand-blown with exquisite craftsmanship: they embody the refined old world traditions originating from Germany, Poland, Italy, and the Czech Republic, bearing the hallmark of authenticity and excellence.
🧛‍♂️ Prepared and shipped from the USA 🇺🇸

Dracula ornament, spooky decor, Halloween glass, horror holiday, vampire decoration, Gothic Christmas, haunted tree, eerie home decor, dark fantasy, macabre style, Gothic ornament, Halloween portrait, Christmas horror, vampire gift, Dracula gift, Gothic Halloween, spooky Gothic, horror Christmas, vampire holiday, eerie ornament, haunted Christmas, Dracula glass, black tree decor, Gothic home, haunted ornament, spooky tree, Gothic decor, vampire decor, eerie Gothic, horror decoration, Gothic tree, creepy Christmas",OrnamentallyYou,Uncategorized,,,true,Title,Default Title,,,,,,,,RGB-ORNAMENT-101,85.048569375,shopify,deny,manual,19.00,,true,true,,,,,'740111939751,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_fe4dc2e3-0c9f-41ca-8236-9100952abcf8.png?v=1774049530,1,Gothic Dracula spooky portrait hand-painted glass Christmas ornament for dark holiday decor,false,Gothic Dracula Christmas Ornament | Spooky Glass Portrait,Dracula spooky portrait glass Christmas ornament. Gothic Creepmas dark holiday decor for alternative Christmas celebrations.,,,,,,,,,oz,,6.40,active
dracula-spooky-christmas-portrait-glass-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/d02d068d734ba6bddc0b407339455da95e4e4b09d8cfc39bed61e52355433960.png?v=1774049530,2,Gothic Dracula spooky portrait hand-painted glass Christmas ornament for dark holiday decor,,,,,,,,,,,,,,,
dracula-spooky-christmas-portrait-glass-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_639156f9-4511-4037-b508-75d71ac1c9f1.png?v=1774049530,3,Gothic Dracula spooky portrait hand-painted glass Christmas ornament for dark holiday decor,,,,,,,,,,,,,,,
dracula-spooky-christmas-portrait-glass-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/f02fc9db83994b2c7044ddd571b1a899989d04fdace0a34bdda5e8719752c8ee.png?v=1774049530,4,Gothic Dracula spooky portrait hand-painted glass Christmas ornament for dark holiday decor,,,,,,,,,,,,,,,
headless-horseman-spooky-portrait-glass-christmas-ornament,Headless Horseman Spooky Portrait Glass Christmas Ornament,"✨ Key Product Features:
🎃 With a diameter of approximately 3 inches
🎃 It comes with a complementary premium horror-themed gift box, which makes it the perfect vintage Halloween decor.
🎃 Our glass ornaments are hand-blown with exquisite craftsmanship: they embody the refined old world traditions originating from Germany, Poland, Italy, and the Czech Republic, bearing the hallmark of authenticity and excellence.
🎃 Prepared and shipped from the USA 🇺🇸

Headless Horseman, Spooky Portrait, Black Ornament, Horror Decoration, Halloween Tree, Glass Ornament, Spooky Decor, Horror Glass, Black Christmas, Creepy Ornament, Gothic Tree, Spooky Glass, Halloween Art, Scary Portrait, Halloween Decor, Dark Ornament, Horror Christmas, Glass Decor, Haunted Tree, Eerie Ornament, Gothic Christmas, Horror Tree, Spooky Gift, Halloween Gift, Black Horror, Scary Glass, Halloween Art, Spooky Xmas, Creepy Glass, Gothic Horror, Dark Christmas, Eerie Christmas, Black Spooky, Ghostly Ornament, Chilling Decor",OrnamentallyYou,Uncategorized,,,true,Title,Default Title,,,,,,,,RGB-ORNAMENT-106,113.3980925,shopify,deny,manual,14.99,,true,true,,,,,'740111939805,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_af8c7a87-e5fb-42f7-a7c3-afae174aaa26.png?v=1774049554,1,Headless Horseman gothic spooky portrait glass Christmas ornament for Creepmas dark decor,false,Gothic Horseman Christmas Ornament | Spooky Glass Portrait,Headless Horseman glass Christmas ornament. Gothic Creepmas dark holiday decor for alternative and horror-loving homes.,,,,,,,,,oz,,6.40,active
headless-horseman-spooky-portrait-glass-christmas-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1f6bd7a268884203a0266ddfa779b731adadd2d578668e5e1432172f4eba588b.jpg?v=1774049554,2,Headless Horseman gothic spooky portrait glass Christmas ornament for Creepmas dark decor,,,,,,,,,,,,,,,
headless-horseman-spooky-portrait-glass-christmas-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6442c51412ab4c85a84544e1bc107bac3fd869a04c0e450f2d60a98d54c87347.jpg?v=1774049554,3,Headless Horseman gothic spooky portrait glass Christmas ornament for Creepmas dark decor,,,,,,,,,,,,,,,
wicked-witch-and-crescent-moon-glass-christmas-ornament,Wicked Witch and Crescent Moon Glass Christmas Ornament,"✨ Key Product Features:
🎃 The dimensions are 3.3in (L) x 1.8in (W) x 4.5in (H)
🎃 Elegantly showcased in a vintage Christmas scene themed gift box that adds sophistication to holiday decor or gifting.
🎃 Hand-blown with exquisite craftsmanship, the glass ornaments embody the refined old world traditions originating from Germany, Poland, Italy, and the Czech Republic, bearing the hallmark of authenticity and excellence.
🎃 Prepared and shipped from the USA 🇺🇸
🎃 Your purchase helps keep small business workers employed 👷💝

Wicked Witch, Crescent Moon, Glass Christmas Ornament, Halloween decor, Spooky ornament, Witch on broomstick, Witch flying on broom, Halloween tree, Haunted house decor, Enchanting ornament, Moonlit night, Magic of Halloween, Bewitching design, Spooky flair, Whimsical Halloween decor, Handcrafted ornament, Halloween magic, Moon casting a spell, Mischievous witch, Halloween celebrations, Moonlit sky, Witching hour, Halloween festivities, Halloween spirit, Witch",OrnamentallyYou,Uncategorized,,,true,Title,Default Title,,,,,,,,G155,56.69904625,shopify,deny,manual,27.00,,true,true,,,,,'196704101096,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_672c1e54-29ec-4cf9-85d6-8e7a767851ff.png?v=1774049573,1,Wicked witch and crescent moon gothic glass Christmas ornament for dark holiday display,false,Gothic Witch Christmas Ornament | Crescent Moon Glass,Wicked witch and crescent moon glass Christmas ornament. Gothic Creepmas dark holiday decor for the witchy and alternative.,,,,,,,,,oz,,10.50,active
